,tokenized_sentences,len,word_tokens,lower,no_punc,stopwords_removed,pos_tags
796,"And to Cephalus she bare a
splendid son, strong Phaethon, a man like the gods, whom, when he was a
young boy in the tender flower of glorious youth with childish
thoughts, laughter-loving Aphrodite seized and caught up and made a
keeper of her shrine by night, a divine spirit.",277,"['And', 'to', 'Cephalus', 'she', 'bare', 'a', 'splendid', 'son', ',', 'strong', 'Phaethon', ',', 'a', 'man', 'like', 'the', 'gods', ',', 'whom', ',', 'when', 'he', 'was', 'a', 'young', 'boy', 'in', 'the', 'tender', 'flower', 'of', 'glorious', 'youth', 'with', 'childish', 'thoughts', ',', 'laughter-loving', 'Aphrodite', 'seized', 'and', 'caught', 'up', 'and', 'made', 'a', 'keeper', 'of', 'her', 'shrine', 'by', 'night', ',', 'a', 'divine', 'spirit', '.']","['and', 'to', 'cephalus', 'she', 'bare', 'a', 'splendid', 'son', ',', 'strong', 'phaethon', ',', 'a', 'man', 'like', 'the', 'gods', ',', 'whom', ',', 'when', 'he', 'was', 'a', 'young', 'boy', 'in', 'the', 'tender', 'flower', 'of', 'glorious', 'youth', 'with', 'childish', 'thoughts', ',', 'laughter-loving', 'aphrodite', 'seized', 'and', 'caught', 'up', 'and', 'made', 'a', 'keeper', 'of', 'her', 'shrine', 'by', 'night', ',', 'a', 'divine', 'spirit', '.']","['and', 'to', 'cephalus', 'she', 'bare', 'a', 'splendid', 'son', 'strong', 'phaethon', 'a', 'man', 'like', 'the', 'gods', 'whom', 'when', 'he', 'was', 'a', 'young', 'boy', 'in', 'the', 'tender', 'flower', 'of', 'glorious', 'youth', 'with', 'childish', 'thoughts', 'laughter-loving', 'aphrodite', 'seized', 'and', 'caught', 'up', 'and', 'made', 'a', 'keeper', 'of', 'her', 'shrine', 'by', 'night', 'a', 'divine', 'spirit']","['cephalus', 'bare', 'splendid', 'son', 'strong', 'phaethon', 'man', 'like', 'gods', 'young', 'boy', 'tender', 'flower', 'glorious', 'youth', 'childish', 'thoughts', 'laughter-loving', 'aphrodite', 'seized', 'caught', 'made', 'keeper', 'shrine', 'night', 'divine', 'spirit']","[('cephalus', 'NN'), ('bare', 'NN'), ('splendid', 'JJ'), ('son', 'NN'), ('strong', 'JJ'), ('phaethon', 'NN'), ('man', 'NN'), ('like', 'IN'), ('gods', 'NNS'), ('young', 'JJ'), ('boy', 'JJ'), ('tender', 'NN'), ('flower', 'NN'), ('glorious', 'JJ'), ('youth', 'NN'), ('childish', 'JJ'), ('thoughts', 'NNS'), ('laughter-loving', 'JJ'), ('aphrodite', 'JJ'), ('seized', 'VBN'), ('caught', 'NN'), ('made', 'VBN'), ('keeper', 'FW'), ('shrine', 'JJ'), ('night', 'NN'), ('divine', 'NN'), ('spirit', 'NN')]"
797,(ll.,4,"['(', 'll', '.']","['(', 'll', '.']",['ll'],[],[]
798,"993-1002) And the son of Aeson by the will of the gods led away
from Aeetes the daughter of Aeetes the heaven-nurtured king, when he
had finished the many grievous labours which the great king, over
bearing Pelias, that outrageous and presumptuous doer of violence, put
upon him.",279,"['993-1002', ')', 'And', 'the', 'son', 'of', 'Aeson', 'by', 'the', 'will', 'of', 'the', 'gods', 'led', 'away', 'from', 'Aeetes', 'the', 'daughter', 'of', 'Aeetes', 'the', 'heaven-nurtured', 'king', ',', 'when', 'he', 'had', 'finished', 'the', 'many', 'grievous', 'labours', 'which', 'the', 'great', 'king', ',', 'over', 'bearing', 'Pelias', ',', 'that', 'outrageous', 'and', 'presumptuous', 'doer', 'of', 'violence', ',', 'put', 'upon', 'him', '.']","['993-1002', ')', 'and', 'the', 'son', 'of', 'aeson', 'by', 'the', 'will', 'of', 'the', 'gods', 'led', 'away', 'from', 'aeetes', 'the', 'daughter', 'of', 'aeetes', 'the', 'heaven-nurtured', 'king', ',', 'when', 'he', 'had', 'finished', 'the', 'many', 'grievous', 'labours', 'which', 'the', 'great', 'king', ',', 'over', 'bearing', 'pelias', ',', 'that', 'outrageous', 'and', 'presumptuous', 'doer', 'of', 'violence', ',', 'put', 'upon', 'him', '.']","['993-1002', 'and', 'the', 'son', 'of', 'aeson', 'by', 'the', 'will', 'of', 'the', 'gods', 'led', 'away', 'from', 'aeetes', 'the', 'daughter', 'of', 'aeetes', 'the', 'heaven-nurtured', 'king', 'when', 'he', 'had', 'finished', 'the', 'many', 'grievous', 'labours', 'which', 'the', 'great', 'king', 'over', 'bearing', 'pelias', 'that', 'outrageous', 'and', 'presumptuous', 'doer', 'of', 'violence', 'put', 'upon', 'him']","['993-1002', 'son', 'aeson', 'gods', 'led', 'away', 'aeetes', 'daughter', 'aeetes', 'heaven-nurtured', 'king', 'finished', 'many', 'grievous', 'labours', 'great', 'king', 'bearing', 'pelias', 'outrageous', 'presumptuous', 'doer', 'violence', 'put', 'upon']","[('993-1002', 'CD'), ('son', 'NN'), ('aeson', 'NN'), ('gods', 'NNS'), ('led', 'VBD'), ('away', 'RB'), ('aeetes', 'VBZ'), ('daughter', 'JJ'), ('aeetes', 'NNS'), ('heaven-nurtured', 'JJ'), ('king', 'VBG'), ('finished', 'VBD'), ('many', 'JJ'), ('grievous', 'JJ'), ('labours', 'NNS'), ('great', 'JJ'), ('king', 'VBG'), ('bearing', 'NN'), ('pelias', 'NNS'), ('outrageous', 'JJ'), ('presumptuous', 'JJ'), ('doer', 'NN'), ('violence', 'NN'), ('put', 'VBD'), ('upon', 'IN')]"
799,"But when the son of Aeson had finished them, he came to
Iolcus after long toil bringing the coy-eyed girl with him on his swift
ship, and made her his buxom wife.",162,"['But', 'when', 'the', 'son', 'of', 'Aeson', 'had', 'finished', 'them', ',', 'he', 'came', 'to', 'Iolcus', 'after', 'long', 'toil', 'bringing', 'the', 'coy-eyed', 'girl', 'with', 'him', 'on', 'his', 'swift', 'ship', ',', 'and', 'made', 'her', 'his', 'buxom', 'wife', '.']","['but', 'when', 'the', 'son', 'of', 'aeson', 'had', 'finished', 'them', ',', 'he', 'came', 'to', 'iolcus', 'after', 'long', 'toil', 'bringing', 'the', 'coy-eyed', 'girl', 'with', 'him', 'on', 'his', 'swift', 'ship', ',', 'and', 'made', 'her', 'his', 'buxom', 'wife', '.']","['but', 'when', 'the', 'son', 'of', 'aeson', 'had', 'finished', 'them', 'he', 'came', 'to', 'iolcus', 'after', 'long', 'toil', 'bringing', 'the', 'coy-eyed', 'girl', 'with', 'him', 'on', 'his', 'swift', 'ship', 'and', 'made', 'her', 'his', 'buxom', 'wife']","['son', 'aeson', 'finished', 'came', 'iolcus', 'long', 'toil', 'bringing', 'coy-eyed', 'girl', 'swift', 'ship', 'made', 'buxom', 'wife']","[('son', 'NN'), ('aeson', 'NN'), ('finished', 'VBD'), ('came', 'VBD'), ('iolcus', 'RB'), ('long', 'JJ'), ('toil', 'NN'), ('bringing', 'VBG'), ('coy-eyed', 'JJ'), ('girl', 'NN'), ('swift', 'NN'), ('ship', 'NN'), ('made', 'VBD'), ('buxom', 'JJ'), ('wife', 'NN')]"
800,"And she was subject to Iason,
shepherd of the people, and bare a son Medeus whom Cheiron the son of
Philyra brought up in the mountains.",136,"['And', 'she', 'was', 'subject', 'to', 'Iason', ',', 'shepherd', 'of', 'the', 'people', ',', 'and', 'bare', 'a', 'son', 'Medeus', 'whom', 'Cheiron', 'the', 'son', 'of', 'Philyra', 'brought', 'up', 'in', 'the', 'mountains', '.']","['and', 'she', 'was', 'subject', 'to', 'iason', ',', 'shepherd', 'of', 'the', 'people', ',', 'and', 'bare', 'a', 'son', 'medeus', 'whom', 'cheiron', 'the', 'son', 'of', 'philyra', 'brought', 'up', 'in', 'the', 'mountains', '.']","['and', 'she', 'was', 'subject', 'to', 'iason', 'shepherd', 'of', 'the', 'people', 'and', 'bare', 'a', 'son', 'medeus', 'whom', 'cheiron', 'the', 'son', 'of', 'philyra', 'brought', 'up', 'in', 'the', 'mountains']","['subject', 'iason', 'shepherd', 'people', 'bare', 'son', 'medeus', 'cheiron', 'son', 'philyra', 'brought', 'mountains']","[('subject', 'JJ'), ('iason', 'NN'), ('shepherd', 'NN'), ('people', 'NNS'), ('bare', 'VBP'), ('son', 'JJ'), ('medeus', 'NN'), ('cheiron', 'NN'), ('son', 'NN'), ('philyra', 'NN'), ('brought', 'VBD'), ('mountains', 'NNS')]"
801,"And the will of great Zeus was
fulfilled.",41,"['And', 'the', 'will', 'of', 'great', 'Zeus', 'was', 'fulfilled', '.']","['and', 'the', 'will', 'of', 'great', 'zeus', 'was', 'fulfilled', '.']","['and', 'the', 'will', 'of', 'great', 'zeus', 'was', 'fulfilled']","['great', 'zeus', 'fulfilled']","[('great', 'JJ'), ('zeus', 'NN'), ('fulfilled', 'VBD')]"
802,(ll.,4,"['(', 'll', '.']","['(', 'll', '.']",['ll'],[],[]
803,"1003-1007) But of the daughters of Nereus, the Old man of the Sea,
Psamathe the fair goddess, was loved by Aeacus through golden Aphrodite
and bare Phocus.",155,"['1003-1007', ')', 'But', 'of', 'the', 'daughters', 'of', 'Nereus', ',', 'the', 'Old', 'man', 'of', 'the', 'Sea', ',', 'Psamathe', 'the', 'fair', 'goddess', ',', 'was', 'loved', 'by', 'Aeacus', 'through', 'golden', 'Aphrodite', 'and', 'bare', 'Phocus', '.']","['1003-1007', ')', 'but', 'of', 'the', 'daughters', 'of', 'nereus', ',', 'the', 'old', 'man', 'of', 'the', 'sea', ',', 'psamathe', 'the', 'fair', 'goddess', ',', 'was', 'loved', 'by', 'aeacus', 'through', 'golden', 'aphrodite', 'and', 'bare', 'phocus', '.']","['1003-1007', 'but', 'of', 'the', 'daughters', 'of', 'nereus', 'the', 'old', 'man', 'of', 'the', 'sea', 'psamathe', 'the', 'fair', 'goddess', 'was', 'loved', 'by', 'aeacus', 'through', 'golden', 'aphrodite', 'and', 'bare', 'phocus']","['1003-1007', 'daughters', 'nereus', 'old', 'man', 'sea', 'psamathe', 'fair', 'goddess', 'loved', 'aeacus', 'golden', 'aphrodite', 'bare', 'phocus']","[('1003-1007', 'JJ'), ('daughters', 'NNS'), ('nereus', 'VBP'), ('old', 'JJ'), ('man', 'NN'), ('sea', 'NN'), ('psamathe', 'IN'), ('fair', 'JJ'), ('goddess', 'NN'), ('loved', 'VBD'), ('aeacus', 'JJ'), ('golden', 'JJ'), ('aphrodite', 'NN'), ('bare', 'NN'), ('phocus', 'NN')]"
804,"And the silver-shod goddess Thetis was subject to
Peleus and brought forth lion-hearted Achilles, the destroyer of men.",119,"['And', 'the', 'silver-shod', 'goddess', 'Thetis', 'was', 'subject', 'to', 'Peleus', 'and', 'brought', 'forth', 'lion-hearted', 'Achilles', ',', 'the', 'destroyer', 'of', 'men', '.']","['and', 'the', 'silver-shod', 'goddess', 'thetis', 'was', 'subject', 'to', 'peleus', 'and', 'brought', 'forth', 'lion-hearted', 'achilles', ',', 'the', 'destroyer', 'of', 'men', '.']","['and', 'the', 'silver-shod', 'goddess', 'thetis', 'was', 'subject', 'to', 'peleus', 'and', 'brought', 'forth', 'lion-hearted', 'achilles', 'the', 'destroyer', 'of', 'men']","['silver-shod', 'goddess', 'thetis', 'subject', 'peleus', 'brought', 'forth', 'lion-hearted', 'achilles', 'destroyer', 'men']","[('silver-shod', 'JJ'), ('goddess', 'NN'), ('thetis', 'NN'), ('subject', 'JJ'), ('peleus', 'NN'), ('brought', 'VBD'), ('forth', 'JJ'), ('lion-hearted', 'JJ'), ('achilles', 'NNS'), ('destroyer', 'VBP'), ('men', 'NNS')]"
805,(ll.,4,"['(', 'll', '.']","['(', 'll', '.']",['ll'],[],[]
806,"1008-1010) And Cytherea with the beautiful crown was joined in
sweet love with the hero Anchises and bare Aeneas on the peaks of Ida
with its many wooded glens.",160,"['1008-1010', ')', 'And', 'Cytherea', 'with', 'the', 'beautiful', 'crown', 'was', 'joined', 'in', 'sweet', 'love', 'with', 'the', 'hero', 'Anchises', 'and', 'bare', 'Aeneas', 'on', 'the', 'peaks', 'of', 'Ida', 'with', 'its', 'many', 'wooded', 'glens', '.']","['1008-1010', ')', 'and', 'cytherea', 'with', 'the', 'beautiful', 'crown', 'was', 'joined', 'in', 'sweet', 'love', 'with', 'the', 'hero', 'anchises', 'and', 'bare', 'aeneas', 'on', 'the', 'peaks', 'of', 'ida', 'with', 'its', 'many', 'wooded', 'glens', '.']","['1008-1010', 'and', 'cytherea', 'with', 'the', 'beautiful', 'crown', 'was', 'joined', 'in', 'sweet', 'love', 'with', 'the', 'hero', 'anchises', 'and', 'bare', 'aeneas', 'on', 'the', 'peaks', 'of', 'ida', 'with', 'its', 'many', 'wooded', 'glens']","['1008-1010', 'cytherea', 'beautiful', 'crown', 'joined', 'sweet', 'love', 'hero', 'anchises', 'bare', 'aeneas', 'peaks', 'ida', 'many', 'wooded', 'glens']","[('1008-1010', 'JJ'), ('cytherea', 'NN'), ('beautiful', 'JJ'), ('crown', 'NN'), ('joined', 'VBD'), ('sweet', 'JJ'), ('love', 'NN'), ('hero', 'NN'), ('anchises', 'VBZ'), ('bare', 'JJ'), ('aeneas', 'JJ'), ('peaks', 'NNS'), ('ida', 'VBP'), ('many', 'JJ'), ('wooded', 'VBD'), ('glens', 'NNS')]"
807,(ll.,4,"['(', 'll', '.']","['(', 'll', '.']",['ll'],[],[]
808,"1011-1016) And Circe the daughter of Helius, Hyperion’s son, loved
steadfast Odysseus and bare Agrius and Latinus who was faultless and
strong: also she brought forth Telegonus by the will of golden
Aphrodite.",209,"['1011-1016', ')', 'And', 'Circe', 'the', 'daughter', 'of', 'Helius', ',', 'Hyperion', '’', 's', 'son', ',', 'loved', 'steadfast', 'Odysseus', 'and', 'bare', 'Agrius', 'and', 'Latinus', 'who', 'was', 'faultless', 'and', 'strong', ':', 'also', 'she', 'brought', 'forth', 'Telegonus', 'by', 'the', 'will', 'of', 'golden', 'Aphrodite', '.']","['1011-1016', ')', 'and', 'circe', 'the', 'daughter', 'of', 'helius', ',', 'hyperion', '’', 's', 'son', ',', 'loved', 'steadfast', 'odysseus', 'and', 'bare', 'agrius', 'and', 'latinus', 'who', 'was', 'faultless', 'and', 'strong', ':', 'also', 'she', 'brought', 'forth', 'telegonus', 'by', 'the', 'will', 'of', 'golden', 'aphrodite', '.']","['1011-1016', 'and', 'circe', 'the', 'daughter', 'of', 'helius', 'hyperion', '’', 's', 'son', 'loved', 'steadfast', 'odysseus', 'and', 'bare', 'agrius', 'and', 'latinus', 'who', 'was', 'faultless', 'and', 'strong', 'also', 'she', 'brought', 'forth', 'telegonus', 'by', 'the', 'will', 'of', 'golden', 'aphrodite']","['1011-1016', 'circe', 'daughter', 'helius', 'hyperion', '’', 'son', 'loved', 'steadfast', 'odysseus', 'bare', 'agrius', 'latinus', 'faultless', 'strong', 'also', 'brought', 'forth', 'telegonus', 'golden', 'aphrodite']","[('1011-1016', 'JJ'), ('circe', 'NN'), ('daughter', 'NN'), ('helius', 'NN'), ('hyperion', 'NN'), ('’', 'NNP'), ('son', 'NN'), ('loved', 'VBD'), ('steadfast', 'JJ'), ('odysseus', 'NN'), ('bare', 'NN'), ('agrius', 'JJ'), ('latinus', 'NN'), ('faultless', 'NN'), ('strong', 'JJ'), ('also', 'RB'), ('brought', 'VBD'), ('forth', 'JJ'), ('telegonus', 'NN'), ('golden', 'JJ'), ('aphrodite', 'NN')]"
809,"And they ruled over the famous Tyrenians, very far off in a
recess of the holy islands.",87,"['And', 'they', 'ruled', 'over', 'the', 'famous', 'Tyrenians', ',', 'very', 'far', 'off', 'in', 'a', 'recess', 'of', 'the', 'holy', 'islands', '.']","['and', 'they', 'ruled', 'over', 'the', 'famous', 'tyrenians', ',', 'very', 'far', 'off', 'in', 'a', 'recess', 'of', 'the', 'holy', 'islands', '.']","['and', 'they', 'ruled', 'over', 'the', 'famous', 'tyrenians', 'very', 'far', 'off', 'in', 'a', 'recess', 'of', 'the', 'holy', 'islands']","['ruled', 'famous', 'tyrenians', 'far', 'recess', 'holy', 'islands']","[('ruled', 'VBN'), ('famous', 'JJ'), ('tyrenians', 'NNS'), ('far', 'RB'), ('recess', 'JJ'), ('holy', 'JJ'), ('islands', 'NNS')]"
810,(ll.,4,"['(', 'll', '.']","['(', 'll', '.']",['ll'],[],[]
811,"1017-1018) And the bright goddess Calypso was joined to Odysseus
in sweet love, and bare him Nausithous and Nausinous.",118,"['1017-1018', ')', 'And', 'the', 'bright', 'goddess', 'Calypso', 'was', 'joined', 'to', 'Odysseus', 'in', 'sweet', 'love', ',', 'and', 'bare', 'him', 'Nausithous', 'and', 'Nausinous', '.']","['1017-1018', ')', 'and', 'the', 'bright', 'goddess', 'calypso', 'was', 'joined', 'to', 'odysseus', 'in', 'sweet', 'love', ',', 'and', 'bare', 'him', 'nausithous', 'and', 'nausinous', '.']","['1017-1018', 'and', 'the', 'bright', 'goddess', 'calypso', 'was', 'joined', 'to', 'odysseus', 'in', 'sweet', 'love', 'and', 'bare', 'him', 'nausithous', 'and', 'nausinous']","['1017-1018', 'bright', 'goddess', 'calypso', 'joined', 'odysseus', 'sweet', 'love', 'bare', 'nausithous', 'nausinous']","[('1017-1018', 'JJ'), ('bright', 'JJ'), ('goddess', 'NN'), ('calypso', 'NN'), ('joined', 'VBD'), ('odysseus', 'JJ'), ('sweet', 'JJ'), ('love', 'NN'), ('bare', 'NN'), ('nausithous', 'JJ'), ('nausinous', 'JJ')]"
812,(ll.,4,"['(', 'll', '.']","['(', 'll', '.']",['ll'],[],[]
813,"1019-1020) These are the immortal goddesses who lay with mortal
men and bare them children like unto gods.",106,"['1019-1020', ')', 'These', 'are', 'the', 'immortal', 'goddesses', 'who', 'lay', 'with', 'mortal', 'men', 'and', 'bare', 'them', 'children', 'like', 'unto', 'gods', '.']","['1019-1020', ')', 'these', 'are', 'the', 'immortal', 'goddesses', 'who', 'lay', 'with', 'mortal', 'men', 'and', 'bare', 'them', 'children', 'like', 'unto', 'gods', '.']","['1019-1020', 'these', 'are', 'the', 'immortal', 'goddesses', 'who', 'lay', 'with', 'mortal', 'men', 'and', 'bare', 'them', 'children', 'like', 'unto', 'gods']","['1019-1020', 'immortal', 'goddesses', 'lay', 'mortal', 'men', 'bare', 'children', 'like', 'unto', 'gods']","[('1019-1020', 'JJ'), ('immortal', 'JJ'), ('goddesses', 'NNS'), ('lay', 'VBD'), ('mortal', 'JJ'), ('men', 'NNS'), ('bare', 'JJ'), ('children', 'NNS'), ('like', 'IN'), ('unto', 'JJ'), ('gods', 'NNS')]"
814,(ll.,4,"['(', 'll', '.']","['(', 'll', '.']",['ll'],[],[]
815,"1021-1022) But now, sweet-voiced Muses of Olympus, daughters of
Zeus who holds the aegis, sing of the company of women.",119,"['1021-1022', ')', 'But', 'now', ',', 'sweet-voiced', 'Muses', 'of', 'Olympus', ',', 'daughters', 'of', 'Zeus', 'who', 'holds', 'the', 'aegis', ',', 'sing', 'of', 'the', 'company', 'of', 'women', '.']","['1021-1022', ')', 'but', 'now', ',', 'sweet-voiced', 'muses', 'of', 'olympus', ',', 'daughters', 'of', 'zeus', 'who', 'holds', 'the', 'aegis', ',', 'sing', 'of', 'the', 'company', 'of', 'women', '.']","['1021-1022', 'but', 'now', 'sweet-voiced', 'muses', 'of', 'olympus', 'daughters', 'of', 'zeus', 'who', 'holds', 'the', 'aegis', 'sing', 'of', 'the', 'company', 'of', 'women']","['1021-1022', 'sweet-voiced', 'muses', 'olympus', 'daughters', 'zeus', 'holds', 'aegis', 'sing', 'company', 'women']","[('1021-1022', 'JJ'), ('sweet-voiced', 'JJ'), ('muses', 'NNS'), ('olympus', 'VBP'), ('daughters', 'NNS'), ('zeus', 'VBP'), ('holds', 'VBZ'), ('aegis', 'IN'), ('sing', 'VBG'), ('company', 'NN'), ('women', 'NNS')]"
816,"THE CATALOGUES OF WOMEN AND EOIAE1701

Fragment #1—Scholiast on Apollonius Rhodius, Arg.",88,"['THE', 'CATALOGUES', 'OF', 'WOMEN', 'AND', 'EOIAE1701', 'Fragment', '#', '1—Scholiast', 'on', 'Apollonius', 'Rhodius', ',', 'Arg', '.']","['the', 'catalogues', 'of', 'women', 'and', 'eoiae1701', 'fragment', '#', '1—scholiast', 'on', 'apollonius', 'rhodius', ',', 'arg', '.']","['the', 'catalogues', 'of', 'women', 'and', 'eoiae1701', 'fragment', '1—scholiast', 'on', 'apollonius', 'rhodius', 'arg']","['catalogues', 'women', 'eoiae1701', 'fragment', '1—scholiast', 'apollonius', 'rhodius', 'arg']","[('catalogues', 'NNS'), ('women', 'NNS'), ('eoiae1701', 'VBP'), ('fragment', 'JJ'), ('1—scholiast', 'CD'), ('apollonius', 'JJ'), ('rhodius', 'NN'), ('arg', 'NN')]"
817,iii.,4,"['iii', '.']","['iii', '.']",['iii'],['iii'],"[('iii', 'NN')]"
818,"1086: That
Deucalion was the son of Prometheus and Pronoea, Hesiod states in the
first _Catalogue_, as also that Hellen was the son of Deucalion and
Pyrrha.",156,"['1086', ':', 'That', 'Deucalion', 'was', 'the', 'son', 'of', 'Prometheus', 'and', 'Pronoea', ',', 'Hesiod', 'states', 'in', 'the', 'first', '_Catalogue_', ',', 'as', 'also', 'that', 'Hellen', 'was', 'the', 'son', 'of', 'Deucalion', 'and', 'Pyrrha', '.']","['1086', ':', 'that', 'deucalion', 'was', 'the', 'son', 'of', 'prometheus', 'and', 'pronoea', ',', 'hesiod', 'states', 'in', 'the', 'first', '_catalogue_', ',', 'as', 'also', 'that', 'hellen', 'was', 'the', 'son', 'of', 'deucalion', 'and', 'pyrrha', '.']","['1086', 'that', 'deucalion', 'was', 'the', 'son', 'of', 'prometheus', 'and', 'pronoea', 'hesiod', 'states', 'in', 'the', 'first', '_catalogue_', 'as', 'also', 'that', 'hellen', 'was', 'the', 'son', 'of', 'deucalion', 'and', 'pyrrha']","['1086', 'deucalion', 'son', 'prometheus', 'pronoea', 'hesiod', 'states', 'first', '_catalogue_', 'also', 'hellen', 'son', 'deucalion', 'pyrrha']","[('1086', 'CD'), ('deucalion', 'NN'), ('son', 'NN'), ('prometheus', 'NN'), ('pronoea', 'NN'), ('hesiod', 'NN'), ('states', 'NNS'), ('first', 'RB'), ('_catalogue_', 'NNP'), ('also', 'RB'), ('hellen', 'VBZ'), ('son', 'JJ'), ('deucalion', 'NN'), ('pyrrha', 'NN')]"
819,"Fragment #2—Ioannes Lydus 1702, de Mens.",40,"['Fragment', '#', '2—Ioannes', 'Lydus', '1702', ',', 'de', 'Mens', '.']","['fragment', '#', '2—ioannes', 'lydus', '1702', ',', 'de', 'mens', '.']","['fragment', '2—ioannes', 'lydus', '1702', 'de', 'mens']","['fragment', '2—ioannes', 'lydus', '1702', 'de', 'mens']","[('fragment', 'JJ'), ('2—ioannes', 'CD'), ('lydus', 'JJ'), ('1702', 'CD'), ('de', 'IN'), ('mens', 'NNS')]"
820,i.,2,"['i', '.']","['i', '.']",['i'],[],[]
821,"13: They came to call those
who followed local manners Latins, but those who followed Hellenic
customs Greeks, after the brothers Latinus and Graecus; as Hesiod says:
‘And in the palace Pandora the daughter of noble Deucalion was joined
in love with father Zeus, leader of all the gods, and bare Graecus,
staunch in battle.’

Fragment #3—Constantinus Porphyrogenitus 1703, de Them.",381,"['13', ':', 'They', 'came', 'to', 'call', 'those', 'who', 'followed', 'local', 'manners', 'Latins', ',', 'but', 'those', 'who', 'followed', 'Hellenic', 'customs', 'Greeks', ',', 'after', 'the', 'brothers', 'Latinus', 'and', 'Graecus', ';', 'as', 'Hesiod', 'says', ':', '‘', 'And', 'in', 'the', 'palace', 'Pandora', 'the', 'daughter', 'of', 'noble', 'Deucalion', 'was', 'joined', 'in', 'love', 'with', 'father', 'Zeus', ',', 'leader', 'of', 'all', 'the', 'gods', ',', 'and', 'bare', 'Graecus', ',', 'staunch', 'in', 'battle.', '’', 'Fragment', '#', '3—Constantinus', 'Porphyrogenitus', '1703', ',', 'de', 'Them', '.']","['13', ':', 'they', 'came', 'to', 'call', 'those', 'who', 'followed', 'local', 'manners', 'latins', ',', 'but', 'those', 'who', 'followed', 'hellenic', 'customs', 'greeks', ',', 'after', 'the', 'brothers', 'latinus', 'and', 'graecus', ';', 'as', 'hesiod', 'says', ':', '‘', 'and', 'in', 'the', 'palace', 'pandora', 'the', 'daughter', 'of', 'noble', 'deucalion', 'was', 'joined', 'in', 'love', 'with', 'father', 'zeus', ',', 'leader', 'of', 'all', 'the', 'gods', ',', 'and', 'bare', 'graecus', ',', 'staunch', 'in', 'battle.', '’', 'fragment', '#', '3—constantinus', 'porphyrogenitus', '1703', ',', 'de', 'them', '.']","['13', 'they', 'came', 'to', 'call', 'those', 'who', 'followed', 'local', 'manners', 'latins', 'but', 'those', 'who', 'followed', 'hellenic', 'customs', 'greeks', 'after', 'the', 'brothers', 'latinus', 'and', 'graecus', 'as', 'hesiod', 'says', '‘', 'and', 'in', 'the', 'palace', 'pandora', 'the', 'daughter', 'of', 'noble', 'deucalion', 'was', 'joined', 'in', 'love', 'with', 'father', 'zeus', 'leader', 'of', 'all', 'the', 'gods', 'and', 'bare', 'graecus', 'staunch', 'in', 'battle.', '’', 'fragment', '3—constantinus', 'porphyrogenitus', '1703', 'de', 'them']","['13', 'came', 'call', 'followed', 'local', 'manners', 'latins', 'followed', 'hellenic', 'customs', 'greeks', 'brothers', 'latinus', 'graecus', 'hesiod', 'says', '‘', 'palace', 'pandora', 'daughter', 'noble', 'deucalion', 'joined', 'love', 'father', 'zeus', 'leader', 'gods', 'bare', 'graecus', 'staunch', 'battle.', '’', 'fragment', '3—constantinus', 'porphyrogenitus', '1703', 'de']","[('13', 'CD'), ('came', 'VBD'), ('call', 'NN'), ('followed', 'VBD'), ('local', 'JJ'), ('manners', 'NNS'), ('latins', 'VBZ'), ('followed', 'VBD'), ('hellenic', 'JJ'), ('customs', 'NNS'), ('greeks', 'VBZ'), ('brothers', 'NNS'), ('latinus', 'VBP'), ('graecus', 'NN'), ('hesiod', 'NN'), ('says', 'VBZ'), ('‘', 'JJ'), ('palace', 'NN'), ('pandora', 'NN'), ('daughter', 'NN'), ('noble', 'JJ'), ('deucalion', 'NN'), ('joined', 'VBD'), ('love', 'IN'), ('father', 'NN'), ('zeus', 'NN'), ('leader', 'NN'), ('gods', 'NNS'), ('bare', 'JJ'), ('graecus', 'JJ'), ('staunch', 'NN'), ('battle.', 'NN'), ('’', 'NNP'), ('fragment', 'NN'), ('3—constantinus', 'CD'), ('porphyrogenitus', 'NN'), ('1703', 'CD'), ('de', 'IN')]"
